Metric,Direct STEM,Total Impact,Total GDP,Federal Tax Revenue,State & Local Tax Revenue
GDP,"$7,659,763,581,061 ","$13,455,680,288,718.00 ","$25,440,000,000,000.00 "," $2,393,085,107,704.00 "," $1,227,299,092,354.00 "
