area_name,tot_emp_STEM,STEM_percentage,state_avg_hr_earn,state_avg_yr_earn,year
North Carolina,319000,6.8638757875167835,27.031448514476537,56225.36983165215,2022
North Dakota,18130,4.470913171068531,26.8310996029691,55797.355428965995,2022
Ohio,306660,5.704421456779698,27.17585388674865,56537.844537494675,2022
Oklahoma,81560,5.082316579219581,24.490228567155622,50936.18365134162,2022
Oregon,140920,7.429002208878743,30.13985724000865,62678.57851535935,2022
Pennsylvania,366750,6.3117840621213785,28.115847319363365,58470.78964850204,2022
Puerto Rico,36260,4.025981235774164,15.545455504357964,32323.98900793871,2022
Rhode Island,29430,6.140588812151814,31.020843365952384,64531.60327164229,2022
South Carolina,110430,5.130790317334944,24.347656971611766,50641.76271895182,2022
South Dakota,22010,5.056863871338312,23.98937645031591,49891.96369902355,2022
Tennessee,166640,5.338390666145557,25.393436572973595,52813.74597153969,2022
Texas,868440,6.684045616279258,27.54727835489539,57295.537935445434,2022
Utah,124240,7.63520157325467,27.572904621435598,57361.100786627336,2022
Vermont,17510,5.970200143202973,28.461948242353987,59198.523986498,2022
Virgin Islands,730,2.260761845772685,23.003363270362343,47854.36048312171,2022
Virginia,363750,9.39179873278493,31.536617325835383,65591.40160493253,2022
Washington,352850,10.361271718734859,34.78665030083953,72353.32083383498,2022
West Virginia,28320,4.176251990798089,23.641261723588745,49160.99097504866,2022
Wisconsin,171170,6.074489415689267,26.978600244867543,56114.95395425591,2022
Wyoming,11710,4.3676103092014475,26.169445376897542,54442.5668568871,2022
Alabama,126800,6.176086660042473,25.669790363746177,53397.543982699164,2023
Alaska,19920,6.392606142293252,33.595694618272844,69878.1005102532,2023
Arizona,214390,6.850133558273584,30.308264796850835,63038.461971038945,2023
Arkansas,50450,3.9683163955573733,24.642232797407416,51248.434697794415,2023
California,1461330,8.142969623719276,36.99695153937583,76958.06317985547,2023
Colorado,263300,9.297283554789708,34.596904742568,71964.17678609892,2023
Connecticut,113160,6.815553628216247,35.45329936397803,73743.14469499855,2023
Delaware,32560,6.938288441868394,31.72191783157177,65993.29526082509,2023
District of Columbia,76390,10.88440220566234,51.07551615063477,106228.7878831056,2023
Florida,514130,5.3732862610338765,28.94388224191232,60205.8863785056,2023
Georgia,279440,5.873179343828159,29.45383021921436,61253.37766661763,2023
Guam,2610,4.0352504638218925,20.29091372912801,42209.355287569575,2023
Hawaii,29790,4.828435742418594,31.264405076421873,65037.234225327,2023
Idaho,46200,5.615724027276374,26.752238267148012,55636.57440834336,2023
Illinois,338750,5.634882877607849,32.27585726737706,67125.81707881019,2023
Indiana,156810,4.9674664368937576,27.122718785836014,56415.47884843224,2023
Iowa,85660,5.545197959553588,27.114235350475155,56398.87607136383,2023
Kansas,85200,6.0339943342776206,27.054555240793203,56268.67138810198,2023
Kentucky,82840,4.219942334926085,25.975906900451335,54024.98507432274,2023
Louisiana,68230,3.68440378862333,25.688410300994676,53430.929227911394,2023
Maine,33510,5.389626055488541,28.8478533172497,60000.08347406514,2023
Maryland,259900,9.70706983936088,35.39636543252298,73623.66721072073,2023
Massachusetts,356420,9.782486379667622,38.61920888169181,80331.13274506306,2023
Michigan,320330,7.367363085216976,29.13894407952235,60597.23944102522,2023
Minnesota,204300,7.091041616049426,32.06664503141161,66698.87404116483,2023
Mississippi,40360,3.509717813817992,22.868752467498584,47573.83321013957,2023
Missouri,157710,5.482895285773884,27.682248122653316,57580.70848977889,2023
Montana,28220,5.624539094732226,26.88730392840771,55914.91459549957,2023
Nebraska,62410,6.2356373518773855,27.925601482724858,58079.74901584637,2023
Nevada,58000,3.9141056268642616,28.314400399508717,58893.20686723084,2023
New Hampshire,51430,7.617566466711101,31.78012811967711,66113.46648892839,2023
New Jersey,303080,7.2124468728136355,35.56467052815443,73976.57239813621,2023
New Mexico,59160,6.996381182147165,27.64984318455971,57516.61037394451,2023
New York,534640,5.692001239243124,37.79826748700871,78622.40619706734,2023
North Carolina,342620,7.145300143481598,28.7149096566452,59726.297966231774,2023
North Dakota,18710,4.481329788508059,28.384697372518023,59048.68937270963,2023
Ohio,311770,5.700509767496288,28.79361869098728,59886.165334347505,2023
Oklahoma,85360,5.128852197006567,25.694994802650946,53447.435273476694,2023
Oregon,143190,7.368886921885373,32.068944456738215,66707.58132330161,2023
Pennsylvania,361290,6.073642218445354,29.764164098788097,61916.72120151501,2023
Puerto Rico,36780,3.962337326553478,16.405519693182796,34116.2100318883,2023
Rhode Island,31960,6.546229158985703,32.02330752529597,66608.37491294908,2023
South Carolina,120820,5.435144448343185,26.08007323634466,54257.65229830765,2023
South Dakota,22860,5.144130155944103,25.59322487004658,53229.72254101127,2023
Tennessee,161800,5.026327643248784,26.94098119010267,56028.865193147045,2023
Texas,946900,6.9840942030321695,29.44338897104651,61240.87255079123,2023
Utah,130830,7.793716416665673,29.358371022124793,61077.676480049566,2023
Vermont,19020,6.323979252560181,30.185391009442743,62783.11211597287,2023
Virgin Islands,760,2.2551928783382786,24.33566765578635,50620.053412462905,2023
Virginia,371150,9.322729978674396,33.67264299332099,70043.86013518774,2023
Washington,366060,10.472321556286653,37.56251717923043,78122.75605778859,2023
West Virginia,29620,4.301106496674702,25.09957569773183,52203.237882264104,2023
Wisconsin,174390,6.042640480389745,28.603078319744697,59496.52375787858,2023
Wyoming,12720,4.646575342465754,27.85676383561644,57928.82191780822,2023
